Stu dent,Term,Year,Level,Status,YearTerm,IsFemale,Ethnicity,Age,GPA-HS,GPA-TF,Major,Minor/Major2,Cred-Tot,Cred-Cum,GPA-PRE,GPA-Term,GPA-POST
39364,Spring,2013,Senior,C. UG,Fall,0,Asian,27,4.4,,IS,,15,71.5,3.13,4,3.286
39387,Fall,2010,Junior,C. UG,Fall,1,Asian,22,,3.685,BIOS,,15,85,2.724,2.273,2.6
39393,Fall,2010,Junior,C. UG,Fall,0,Asian,19,3.82,,CSEE,,19,66,3.606,3.632,3.612
39393,Spring,2010,Junior,C. UG,Fall,0,Asian,20,3.82,,CSEE,,15,85,3.612,3.4,3.58
39393,Fall,2012,Senior,C. UG,Fall,0,Asian,21,3.82,,CSEE,,12,135,3.386,3,3.354
39397,Fall,2010,Senior,C. UG,Fall,0,Asian,23,2.83,2.52,BIOS,,9,107,2.558,3.444,2.642
39397,Spring,2010,Senior,C. UG,Fall,0,Asian,23,2.83,2.52,BIOS,,18,119,2.642,3.533,2.764
39404,Fall,2014,Senior,C. UG,Fall,1,White,40,,,CHEM,,4,46,2.214,1,2.133
39410,Fall,2010,Senior,C. UG,Fall,1,Asian,24,3.28,2.56,BIOS,,4,161,2.629,3,2.642
39425,Fall,2010,Junior,C. UG,Fall,0,White,28,,2.57,GES,,7,65,3,0,3
39425,Fall,2012,Junior,C. UG,Fall,0,White,30,,2.57,GES,,7,30,3.067,2.571,2.973
39425,Spring,2012,Senior,C. UG,Fall,0,White,30,,2.57,GES,,4,37,2.973,2,2.878
39425,Fall,2013,Senior,C. UG,Fall,0,White,31,,2.57,GES,,3,41,2.878,3,2.886
39426,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,21,4.14,,CHEM,,15,99,3.586,3.467,3.57
39426,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,22,4.14,,CHEM,,13,114,3.57,3.769,3.591
39453,Fall,2010,Senior,C. UG,Fall,1,Asian,19,4.11,,IS,,21,66,3.766,4,3.81
39453,Spring,2010,Senior,C. UG,Fall,1,Asian,20,4.11,,IS,,19.5,84,3.81,4,3.84
39453,Fall,2011,Senior,C. UG,Fall,1,Asian,20,4.11,,IS,,19.5,103.5,3.84,4,3.862
39453,Spring,2011,Senior,C. UG,Fall,1,Asian,21,4.11,,IS,,12,123,3.862,3.5,3.826
39459,Spring,2014,Senior,C. UG,Spring,0,Blk/AA,33,,,BIOS,,6,50,2.28,4,2.464
39459,Fall,2015,Senior,C. UG,Spring,0,Blk/AA,33,,,BIOS,,9,56,2.464,0,2.464
39462,Fall,2010,Freshman,C. UG,Spring,0,Int'l,21,3.7,,MECH,,15,14,3.571,3.143,3.429
39462,Spring,2010,Freshman,C. UG,Spring,0,Int'l,22,3.7,,MECH,,18,29,3.429,2.929,3.229
39462,Fall,2011,Sophomore,C. UG,Spring,0,Int'l,22,3.7,,MECH,,15,39,3.229,3.533,3.32
39462,Spring,2011,Sophomore,C. UG,Spring,0,Int'l,23,3.7,,MECH,,15,50,3.32,2.8,3.2
39462,Fall,2012,Junior,C. UG,Spring,0,Int'l,23,3.7,,MECH,,19,68,3.235,3.526,3.299
39462,Spring,2012,Junior,C. UG,Spring,0,Int'l,24,3.7,,MECH,,15,87,3.299,3.4,3.314
39462,Fall,2013,Senior,C. UG,Spring,0,Int'l,24,3.7,,MECH,,17,105,3.333,3.529,3.361
39462,Spring,2013,Senior,C. UG,Spring,0,Int'l,25,3.7,,MECH,,14,122,3.361,4,3.414
39472,Fall,2010,Junior,Other,Fall,0,White,21,3.55,,BIOS,,13,63,0,2.462,2.462
39472,Spring,2010,Junior,C. UG,Fall,0,White,21,3.55,,BIOS,,14,76,2.462,3,2.708
39472,Fall,2011,Junior,C. UG,Fall,0,White,22,3.55,,BIOS,,14,27,2.852,3,2.902
39472,Spring,2011,Senior,C. UG,Fall,0,White,22,3.55,,BIOS,,15,41,2.902,3.533,3.071
39472,Fall,2012,Senior,C. UG,Fall,0,White,23,3.55,,BIOS,,13,60,3.133,3.692,3.233
39472,Spring,2012,Senior,C. UG,Fall,0,White,23,3.55,,BIOS,,14,73,3.233,3.364,3.25
39475,Fall,2010,Junior,C. UG,Fall,0,Blk/AA,20,2.73,,IS,,16,78,2.659,2.938,2.704
39475,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,21,2.73,,IS,,15,94,2.704,3.4,2.796
39475,Fall,2011,Senior,C. UG,Fall,0,Blk/AA,21,2.73,,IS,,15,109,2.796,2.8,2.797
39475,Spring,2011,Senior,C. UG,Fall,0,Blk/AA,22,2.73,,IS,,12,124,2.797,3,2.814
39491,Fall,2010,Senior,C. UG,Fall,0,White,23,,2.375,CHEM.E,,12,96,2.4,2.25,2.375
39491,Spring,2010,Senior,C. UG,Fall,0,White,23,,2.375,CHEM.E,,14,105,2.375,2,2.325
39491,Fall,2011,Senior,C. UG,Fall,0,White,24,,2.375,CHEM.E,,14,89,2.325,2,2.297
39491,Spring,2011,Senior,C. UG,Fall,0,White,24,,2.375,CHEM.E,,11,103,2.297,2.273,2.294
39491,Fall,2012,Senior,C. UG,Fall,0,White,25,,2.375,CMBE,,12,111,2.294,2.6,2.333
39491,Spring,2012,Senior,C. UG,Fall,0,White,25,,2.375,CMBE,,13,124,2.355,2.769,2.396
39502,Fall,2010,Sophomore,C. UG,Fall,0,White,20,3.66,,CSEE,,15.5,52,2.564,3.214,2.696
39502,Spring,2010,Junior,C. UG,Fall,0,White,20,3.66,,CSEE,,14,70.5,2.696,3,2.747
39502,Fall,2011,Junior,C. UG,Fall,0,White,21,3.66,,CSEE,,13,81.5,2.747,4,2.791
39502,Spring,2011,Senior,C. UG,Fall,0,White,21,3.66,,CSEE,,13,91.5,2.791,2.769,2.788
39502,Fall,2012,Senior,C. UG,Fall,0,White,22,3.66,,CSEE,,14,100.5,2.788,3.143,2.832
39502,Spring,2012,Senior,C. UG,Fall,0,White,22,3.66,,CSEE,,13,113,2.832,3.154,2.865
39509,Fall,2010,Junior,C. UG,Fall,1,Asian,21,3.48,,IS,,18,58,2.836,2.333,2.712
39509,Spring,2010,Junior,C. UG,Fall,1,Asian,21,3.48,,IS,,15,76,2.712,2.8,2.727
39509,Fall,2011,Senior,C. UG,Fall,1,Asian,22,3.48,,IS,,14.5,91,2.727,2.462,2.693
39509,Spring,2011,Senior,C. UG,Fall,1,Asian,22,3.48,,IS,,14.5,105.5,2.693,2,2.614
39521,Fall,2010,Senior,C. UG,Fall,0,White,35,,3.27,GES,,6,109,4,4,4
39521,Spring,2010,Senior,C. UG,Fall,0,White,36,,3.27,GES,,6,118,4,4,4
39521,Fall,2011,Senior,C. UG,Fall,0,White,36,,3.27,GES,,14,43,3.93,4,3.947
39521,Spring,2011,Senior,C. UG,Fall,0,White,37,,3.27,GES,,13,57,3.947,4,3.957
39532,Fall,2010,Senior,C. UG,Fall,0,Blk/AA,30,,,MATH,,15,43.5,3.077,3.25,3.16
39532,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,30,,,MATH,,17,58.5,3.16,3.1,3.143
39532,Fall,2011,Senior,C. UG,Fall,0,Blk/AA,31,,,MATH,,6,39.5,3.143,3,3.122
39547,Fall,2010,Senior,C. UG,Fall,0,White,21,3.59,,BIOS,,15.5,90,3.828,4,3.851
39547,Spring,2010,Senior,C. UG,Fall,0,White,21,3.59,,BIOS,,21.5,105.5,3.851,4,3.872
39562,Spring,2010,Senior,Other,Spring,1,White,24,4.05,,BIOS,,8,110,3.731,4,3.759
39567,Fall,2010,Junior,C. UG,Spring,0,Blk/AA,31,,3.64,CSEE,,14,82,2.75,3,2.789
39567,Fall,2011,Junior,C. UG,Spring,0,Blk/AA,32,,3.64,CSEE,,13,23,2.789,3.538,3.094
39567,Spring,2011,Senior,C. UG,Spring,0,Blk/AA,32,,3.64,CSEE,,12,32,3.094,1,2.523
39570,Fall,2010,Junior,C. UG,Fall,0,White,23,,3.75,CHEM.E,,14,69.99,3.655,3,3.442
39570,Spring,2010,Junior,C. UG,Fall,0,White,24,,3.75,CHEM.E,,12,83.99,3.442,2.75,3.291
39570,Fall,2011,Senior,C. UG,Fall,0,White,24,,3.75,CHEM.E,,13,59,3.271,3.154,3.25
39570,Spring,2011,Senior,C. UG,Fall,0,White,25,,3.75,CHEM.E,,12,72,3.25,3.5,3.286
39570,Fall,2012,Senior,C. UG,Fall,0,White,25,,3.75,CMBE,,13.5,84,3.286,3.25,3.281
39570,Spring,2012,Senior,C. UG,Fall,0,White,26,,3.75,CMBE,,14,102,3.303,3,3.265
39591,Fall,2015,Senior,C. UG,Fall,1,Blk/AA,24,3.81,,IS,,12,123.5,2.336,0,2.336
39619,Fall,2010,Sophomore,C. UG,Fall,0,White,20,3.26,,CSEE,,18,55,2.636,2.611,2.63
39619,Spring,2010,Junior,C. UG,Fall,0,White,20,3.26,,CSEE,,17,73,2.63,2.353,2.578
39619,Fall,2011,Senior,C. UG,Fall,0,White,21,3.26,,MATH,,15.5,90,2.578,2.929,2.625
39619,Spring,2011,Senior,C. UG,Fall,0,White,21,3.26,,MATH,,16.5,105.5,2.625,2.6,2.622
39619,Fall,2012,Senior,C. UG,Fall,0,White,22,3.26,,MATH,,12,122,2.622,2.75,2.634
39619,Spring,2012,Senior,C. UG,Fall,0,White,22,3.26,,MATH,,12,134,2.634,2.25,2.601
39623,Fall,2010,Senior,C. UG,Fall,0,Blk/AA,22,,2.53,IS,,16,123.5,2.577,3.231,2.708
39634,Fall,2010,Senior,C. UG,Spring,0,White,28,,2.28,CSEE,,6,117,3.778,4,3.818
39634,Spring,2010,Senior,C. UG,Spring,0,White,28,,2.28,CSEE,,6,123,3.818,4,3.846
39634,Fall,2011,Senior,C. UG,Spring,0,White,29,,2.28,CSEE,,7,42,3.786,2.429,3.592
39634,Spring,2011,Senior,C. UG,Spring,0,White,29,,2.28,CSEE,,6,49,3.592,2.5,3.473
39671,Fall,2010,Senior,C. UG,Fall,0,White,22,3.58,,CSEE,,12.5,119,3.319,3.182,3.308
39671,Spring,2010,Senior,C. UG,Fall,0,White,23,3.58,,CSEE,,12.5,131.5,3.308,3.455,3.319
39681,Spring,2012,Junior,C. UG,Spring,0,White,32,2.21,,IS,,3,6,2.1,4,2.538
39693,Fall,2010,Junior,C. UG,Fall,0,Blk/AA,19,3.25,,MECH,,16,71,3.169,3.25,3.184
39693,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,20,3.25,,MECH,,12,90,3.211,3.5,3.245
39693,Fall,2011,Senior,C. UG,Fall,0,Blk/AA,20,3.25,,MECH,,15,102,3.245,3.533,3.282
39693,Spring,2011,Senior,C. UG,Fall,0,Blk/AA,21,3.25,,MECH,,16.5,121,3.306,3.867,3.368
39774,Fall,2011,Junior,C. UG,Fall,0,White,26,3.45,,CSEE,,16,79,2.392,2,2.337
39774,Spring,2011,Junior,C. UG,Fall,0,White,26,3.45,,CSEE,,15,92,2.295,1.75,2.234
39774,Fall,2012,Senior,C. UG,Fall,0,White,27,3.45,,CSEE,,13,101,2.234,1.154,2.117
39783,Fall,2010,Junior,C. UG,Fall,0,White,22,3.68,,CHEM.E,,14,86,2.656,2.3,2.621
39783,Spring,2010,Senior,C. UG,Fall,0,White,23,3.68,,CHEM.E,,15,96,2.621,1.533,2.483
39788,Fall,2014,Junior,C. UG,Spring,1,Blk/AA,24,3.68,,GES,,13,20,2.13,3.077,2.472
39788,Spring,2014,Junior,C. UG,Spring,1,Blk/AA,24,3.68,,GES,,18,33,2.472,3.313,2.731
39792,Fall,2010,Senior,C. UG,Fall,0,White,21,,2.7,IS,,16.5,98,2.444,2.4,2.429
39792,Spring,2010,Senior,C. UG,Fall,0,White,22,,2.7,IS,,12,114.5,2.429,2.5,2.444
39796,Fall,2011,Sophomore,Transfer,Fall,0,Asian,20,,2,IS,,16,0,0,2.625,2.625
39796,Spring,2011,Sophomore,C. UG,Fall,0,Asian,20,,2,IS,,15,16,2.625,3.6,3.097
39796,Fall,2012,Junior,C. UG,Fall,0,Asian,21,,2,IS,,21.5,31,3.097,2.824,3
39796,Spring,2012,Senior,C. UG,Fall,0,Asian,21,,2,IS,,16,55.5,3.059,2.75,2.985
39796,Fall,2013,Senior,C. UG,Fall,0,Asian,22,,2,IS,,19,71.5,2.985,3.188,3.024
39804,Fall,2013,Senior,C. UG,Spring,0,Blk/AA,27,2.08,,MATH,,10,44,2.341,1.6,2.204
39804,Spring,2013,Senior,C. UG,Spring,0,Blk/AA,27,2.08,,MATH,,11,55,2.2,1.364,2.061
39804,Fall,2014,Senior,C. UG,Spring,0,Blk/AA,28,2.08,,MATH,,11,66,2.061,1,1.959
39804,Spring,2014,Senior,C. UG,Spring,0,Blk/AA,28,2.08,,MATH,,12,76,2.039,1.75,2
39804,Fall,2015,Senior,C. UG,Spring,0,Blk/AA,29,2.08,,MATH,,12,88,2,0,2
39807,Fall,2010,Senior,C. UG,Fall,0,White,20,4.71,,BIOS,,12.5,99,2.976,3,2.979
39807,Spring,2010,Senior,C. UG,Fall,0,White,21,4.71,,BIOS,,13.5,111.5,2.979,3.75,3.066
39853,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,44,,2.97,IS,,6,136,3.015,2,2.971
39853,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,45,,2.97,IS,,3,142,2.971,3,2.973
39864,Fall,2014,Senior,C. UG,Spring,0,Asian,27,,2.68,CSEE,,4,77,2.961,2,2.914
39874,Fall,2010,Freshman,C. UG,Fall,1,Int'l,19,3.3,,BIOS,,17,21,3.647,3.882,3.765
39874,Spring,2010,Sophomore,C. UG,Fall,1,Int'l,19,3.3,,BIOS,,16,38,3.765,2.846,3.511
39874,Fall,2011,Sophomore,C. UG,Fall,1,Int'l,20,3.3,,BIOS,,18,50,3.511,3.222,3.431
39874,Spring,2011,Junior,C. UG,Fall,1,Int'l,20,3.3,,BIOS,,15,65,3.431,2.733,3.3
39874,Fall,2012,Junior,C. UG,Fall,1,Int'l,21,3.3,,BIOS,,18.5,80,3.3,2.647,3.186
39874,Spring,2012,Senior,C. UG,Fall,1,Int'l,21,3.3,,BIOS,,15.5,99.5,3.186,2.727,3.139
39880,Spring,2011,Sophomore,Transfer,Spring,1,Asian,22,,2.59,BIOS,,16,4,4,1.5,2.333
39880,Fall,2012,Sophomore,C. UG,Spring,1,Asian,22,,2.59,BIOS,,12.5,20,2.5,2,2.348
39880,Spring,2012,Sophomore,C. UG,Spring,1,Asian,23,,2.59,BIOS,,13,24.5,2.348,0.429,1.9
39880,Fall,2013,Junior,C. UG,Spring,1,Asian,23,,2.59,BIOS,,13,30.5,2,0,1.784
39904,Fall,2010,Junior,C. UG,Fall,1,Blk/AA,20,3.94,,BIOS,,17,61,2.902,2.636,2.861
39904,Spring,2010,Junior,C. UG,Fall,1,Blk/AA,20,3.94,,BIOS,,15,72,2.861,2,2.775
39904,Fall,2011,Senior,C. UG,Fall,1,Blk/AA,21,3.94,,BIOS,,13,93,2.844,2.692,2.825
39904,Spring,2011,Senior,C. UG,Fall,1,Blk/AA,21,3.94,,BIOS,,12,103,2.825,2.25,2.765
39904,Fall,2012,Senior,C. UG,Fall,1,Blk/AA,22,3.94,,BIOS,,14,115,2.765,2.727,2.762
39919,Fall,2010,Junior,C. UG,Fall,1,Blk/AA,20,,3.13,BIOS,,14.5,67,2.483,3,2.595
39919,Spring,2010,Junior,C. UG,Fall,1,Blk/AA,20,,3.13,BIOS,,16,81.5,2.595,2.692,2.62
39919,Fall,2011,Senior,C. UG,Fall,1,Blk/AA,21,,3.13,BIOS,,15,56.5,2.62,2.833,2.661
39919,Spring,2011,Senior,C. UG,Fall,1,Blk/AA,21,,3.13,BIOS,,15,71.5,2.661,2.733,2.675
39919,Fall,2012,Senior,C. UG,Fall,1,Blk/AA,22,,3.13,BIOS,,14,86.5,2.675,2.5,2.648
39919,Spring,2012,Senior,C. UG,Fall,1,Blk/AA,22,,3.13,BIOS,,14,97.5,2.648,2.929,2.686
39919,Fall,2013,Senior,C. UG,Fall,1,Blk/AA,23,,3.13,BIOS,,14,111.5,2.667,2.929,2.697
39962,Fall,2015,Junior,C. UG,Fall,0,White,24,3.8,,MATH,,10,17,2,0,2
39965,Fall,2010,Junior,Other,Fall,1,White,24,,3.51,IS,,15,63,2.538,3.6,3.107
39965,Spring,2010,Senior,C. UG,Fall,1,White,25,,3.51,IS,,15,78,3.107,3.25,3.15
39965,Fall,2011,Senior,C. UG,Fall,1,White,25,,3.51,IS,,12,48,3.306,3.333,3.31
39965,Spring,2011,Senior,C. UG,Fall,1,White,26,,3.51,IS,,12,60,3.31,3.333,3.313
39965,Fall,2012,Senior,C. UG,Fall,1,White,26,,3.51,IS,,9,76,3.239,3.667,3.288
39965,Spring,2012,Senior,C. UG,Fall,1,White,27,,3.51,IS,,3,82,3.288,4,3.313
39976,Fall,2010,Junior,C. UG,Fall,1,Asian,20,4.44,,BIOS,,13,58,2.964,2,2.815
39976,Spring,2010,Junior,C. UG,Fall,1,Asian,20,4.44,,BIOS,,14,71,2.868,3.167,2.913
39976,Fall,2011,Senior,C. UG,Fall,1,Asian,21,4.44,,BIOS,,15,85,2.89,3.867,3.041
39976,Spring,2011,Senior,C. UG,Fall,1,Asian,21,4.44,,BIOS,,14,100,3.041,3.286,3.072
39976,Fall,2012,Senior,C. UG,Fall,1,Asian,22,4.44,,BIOS,,3,124,3.149,3,3.145
40010,Fall,2010,Junior,C. UG,Fall,0,Hp./Lat.,22,3.59,,CSEE,,19,52,3.24,0,3.24
40010,Spring,2010,Junior,C. UG,Fall,0,Hp./Lat.,23,3.59,,CSEE,,15,52,3.24,2,3.107
40010,Fall,2011,Junior,C. UG,Fall,0,Hp./Lat.,23,3.59,,CSEE,,15.5,32,3.107,2.929,3.048
40010,Spring,2011,Junior,C. UG,Fall,0,Hp./Lat.,24,3.59,,CSEE,,16,43.5,3.048,2.286,2.939
40010,Fall,2012,Senior,C. UG,Fall,0,Hp./Lat.,24,3.59,,CSEE,,13,50.5,2.939,3.385,3.032
40010,Spring,2012,Senior,C. UG,Fall,0,Hp./Lat.,25,3.59,,CSEE,,16,63.5,3.032,3,3.029
40010,Fall,2013,Senior,C. UG,Fall,0,Hp./Lat.,25,3.59,,CSEE,,12,69.5,3.029,3.25,3.063
40010,Spring,2013,Senior,C. UG,Fall,0,Hp./Lat.,26,3.59,,CSEE,,16,81.5,3.063,1.313,2.771
40010,Spring,2014,Senior,C. UG,Fall,0,Hp./Lat.,27,3.59,,CSEE,,7,90.5,2.771,2,2.747
40013,Fall,2010,Senior,C. UG,Fall,0,Asian,20,4.1,,CSEE,,12.5,89,3.798,3.273,3.74
40013,Spring,2010,Senior,C. UG,Fall,0,Asian,21,4.1,,CSEE,,12.5,101.5,3.74,3.091,3.676
40036,Fall,2013,Sophomore,C. UG,Fall,0,Asian,26,3.21,,IS,,16,36,2.167,2.75,2.313
40036,Spring,2013,Junior,C. UG,Fall,0,Asian,27,3.21,,IS,,10.5,48,2.313,0,2.313
40036,Fall,2014,Junior,C. UG,Fall,0,Asian,27,3.21,,IS,,12,51,2.313,1,2.167
40036,Spring,2014,Junior,C. UG,Fall,0,Asian,28,3.21,,IS,,7,54,2.167,0,2.167
40056,Fall,2010,Sophomore,C. UG,Fall,0,White,20,3.2,,CSEE,,13,44,2.591,2.9,2.648
40056,Spring,2010,Junior,C. UG,Fall,0,White,21,3.2,,CSEE,,14,57,2.648,3,2.703
40056,Fall,2011,Junior,C. UG,Fall,0,White,21,3.2,,CSEE,,12.5,67,2.703,3,2.732
40056,Spring,2011,Junior,C. UG,Fall,0,White,22,3.2,,CSEE,,12,74,2.732,2.333,2.675
40056,Fall,2012,Junior,C. UG,Fall,0,White,22,3.2,,CSEE,,13,86,2.675,1.5,2.596
40056,Spring,2012,Senior,C. UG,Fall,0,White,23,3.2,,CSEE,,7,96,2.596,1.571,2.521
40056,Fall,2013,Senior,C. UG,Fall,0,White,23,3.2,,CSEE,,11,103,2.42,0.909,2.27
40056,Spring,2013,Senior,C. UG,Fall,0,White,24,3.2,,CSEE,,6,103,2.27,1,2.237
40061,Fall,2010,Senior,C. UG,Fall,0,White,23,,2.89,BIOS,,8,100,2.791,2,2.667
40061,Spring,2010,Senior,C. UG,Fall,0,White,23,,2.89,BIOS,,13,108,2.667,2.615,2.656
40088,Fall,2010,Junior,C. UG,Fall,0,Blk/AA,20,3.67,,MATH,,15,61.5,2.684,2,2.565
40088,Spring,2010,Junior,C. UG,Fall,0,Blk/AA,20,3.67,,MATH,,15.5,73.5,2.565,2,2.488
40091,Fall,2010,Senior,C. UG,Fall,0,White,21,3.95,,MECH,,16,100,3.19,3.063,3.172
40091,Spring,2010,Senior,C. UG,Fall,0,White,21,3.95,,MECH,,14,116,3.172,3.727,3.22
40091,Fall,2011,Senior,C. UG,Fall,0,White,22,3.95,,MECH,,12,130,3.22,2.917,3.194
40091,Spring,2011,Senior,C. UG,Fall,0,White,22,3.95,,MECH,,12,142,3.194,3.25,3.199
40131,Spring,2011,Senior,C. UG,Fall,0,Asian,21,3.16,,BIOS,,18.5,105.5,2.406,2.412,2.407
40131,Fall,2012,Senior,C. UG,Fall,0,Asian,22,3.16,,BIOS,,5,121,2.407,2.6,2.415
40144,Fall,2010,Senior,C. UG,Fall,0,White,22,2.7,,IS,,12,92,2.854,3.25,2.901
40144,Spring,2010,Senior,C. UG,Fall,0,White,22,2.7,,IS,,15,104,2.901,2.8,2.888
40155,Fall,2010,Senior,C. UG,Fall,0,White,22,4.95,,IS,,13.5,105,2.848,3.5,2.915
40155,Spring,2010,Senior,C. UG,Fall,0,White,23,4.95,,IS,,13,118.5,2.915,3.769,3
40155,Fall,2011,Senior,C. UG,Fall,0,White,23,4.95,,IS,,18,131.5,3,3.5,3.061
40159,Fall,2010,Senior,C. UG,Fall,0,White,24,,,IS,,12,119.5,2.459,2.5,2.466
40159,Spring,2010,Senior,C. UG,Fall,0,White,24,,,IS,,14.5,131.5,2.466,2.5,2.468
40159,Spring,2011,Senior,C. UG,Fall,0,White,25,,,IS,,10,91,2.386,3.2,2.469
40171,Fall,2010,Junior,C. UG,Fall,1,Asian,21,,2.56,MATH,,13,74,1.625,2,1.75
40171,Spring,2010,Junior,C. UG,Fall,1,Asian,22,,2.56,MATH,,13,75,1.75,1.6,1.682
40175,Fall,2010,Senior,C. UG,Fall,0,White,20,,3.8,CHEM,,17,83,2.968,4,3.135
40175,Spring,2010,Senior,C. UG,Fall,0,White,20,,3.8,CHEM,,14,97,3.135,3.588,3.278
40175,Fall,2011,Senior,C. UG,Fall,0,White,21,,3.8,CHEM,,16.5,63.5,3.211,1.636,2.956
40175,Spring,2011,Senior,C. UG,Fall,0,White,21,,3.8,CHEM,,16,72,2.956,2.625,2.893
40190,Fall,2010,Freshman,C. UG,Spring,1,Blk/AA,18,3.12,3.28,BIOS,,14,25,2.5,4,3
40190,Spring,2010,Sophomore,C. UG,Spring,1,Blk/AA,19,3.12,3.28,BIOS,,14,35,3,2.857,2.938
40190,Fall,2011,Sophomore,C. UG,Spring,1,Blk/AA,19,3.12,3.28,BIOS,,13,36,3.056,2.538,2.918
40194,Spring,2011,Junior,C. UG,Fall,0,White,26,3.24,,IS,,6,77,2.133,3.5,2.225
40194,Fall,2012,Junior,C. UG,Fall,0,White,27,3.24,,IS,,6,83,2.225,3.5,2.305
40194,Spring,2012,Junior,C. UG,Fall,0,White,27,3.24,,IS,,6,89,2.305,4,2.406
40194,Fall,2013,Senior,C. UG,Fall,0,White,28,3.24,,IS,,6,95,2.406,3.5,2.467
40194,Spring,2013,Senior,C. UG,Fall,0,White,28,3.24,,IS,,6,101,2.467,3.5,2.522
40194,Fall,2014,Senior,C. UG,Fall,0,White,29,3.24,,IS,,3,107,2.522,4,2.56
40194,Spring,2014,Senior,C. UG,Fall,0,White,29,3.24,,IS,,6,107,2.56,3,2.582
40194,Fall,2015,Senior,C. UG,Fall,0,White,30,3.24,,IS,,8,113,2.582,0,2.582
40203,Fall,2010,Junior,C. UG,Fall,1,Blk/AA,20,3.88,,BIOS,,13,58,2.982,2.846,2.956
40203,Spring,2010,Junior,C. UG,Fall,1,Blk/AA,20,3.88,,BIOS,,12,71,2.956,3.25,3
40203,Fall,2011,Junior,C. UG,Fall,1,Blk/AA,21,3.88,,BIOS,,13.5,80,3,3.333,3.043
40203,Spring,2011,Senior,C. UG,Fall,1,Blk/AA,21,3.88,,BIOS,,13.5,97.5,3.083,3.75,3.157
40203,Fall,2012,Senior,C. UG,Fall,1,Blk/AA,22,3.88,,BIOS,,14,114,3.18,3.429,3.208
40203,Spring,2012,Senior,C. UG,Fall,1,Blk/AA,22,3.88,,BIOS,,13,128,3.208,3.923,3.275
40220,Fall,2010,Senior,C. UG,Fall,1,White,20,4.13,,BIOS,,14,106,3,2.75,2.978
40220,Spring,2010,Senior,C. UG,Fall,1,White,21,4.13,,BIOS,,17,120,2.978,3.059,2.991
40220,Fall,2011,Senior,C. UG,Fall,1,White,21,4.13,,BIOS,,13,112,2.991,3.077,3
40234,Fall,2010,Freshman,C. UG,Fall,1,White,19,2.82,,BIOS,,16,26,2.241,2,2.184
40234,Spring,2010,Sophomore,C. UG,Fall,1,White,20,2.82,,BIOS,,16,42,2.317,2.538,2.37
40301,Fall,2010,Senior,C. UG,Fall,0,White,22,3.18,,GES,,19,107,2.767,3.188,2.824
40306,Fall,2010,Freshman,C. UG,Spring,0,White,19,3.43,,MECH,,12,24,2.438,1.5,2.125
40306,Spring,2010,Sophomore,C. UG,Spring,0,White,19,3.43,,GES,COEIT,STEM Plan,14.5,32,2.125,2.077
40306,Fall,2011,Sophomore,C. UG,Spring,0,White,20,3.43,,GES,,12,34.5,2.108,2.333,2.163
40306,Spring,2011,Sophomore,C. UG,Spring,0,White,20,3.43,,GES,,16,46.5,2.163,2.833,2.295
40306,Fall,2012,Junior,C. UG,Spring,0,White,21,3.43,,GES,,16.5,58.5,2.295,2.533,2.342
40306,Spring,2012,Junior,C. UG,Spring,0,White,21,3.43,,GES,,16,75,2.342,2.438,2.359
40306,Fall,2013,Senior,C. UG,Spring,0,White,22,3.43,,GES,,18,94,2.379,3,2.478
40319,Fall,2010,Junior,Other,Fall,0,Asian,22,3.64,,CSEE,,11,72,2.8,2.909,2.857
40319,Spring,2010,Senior,C. UG,Fall,0,Asian,23,3.64,,CSEE,,6,83,2.857,0,2.857
40319,Fall,2011,Senior,C. UG,Fall,0,Asian,23,3.64,,CSEE,,9,24,3.111,0,3.111
40319,Spring,2011,Senior,C. UG,Fall,0,Asian,24,3.64,,CSEE,,6,24,3.111,0,3.111
40319,Fall,2012,Senior,C. UG,Fall,0,Asian,24,3.64,,CSEE,,6,24,3.111,0,3.111
40319,Spring,2012,Senior,C. UG,Fall,0,Asian,25,3.64,,CSEE,,9,24,3.111,2,2.909
40319,Fall,2013,Senior,C. UG,Fall,0,Asian,25,3.64,,IS,,3,33,3,2,2.923
40319,Spring,2013,Senior,C. UG,Fall,0,Asian,26,3.64,,IS,,3,36,2.923,0,2.714
40320,Fall,2010,Senior,C. UG,Fall,1,White,21,,3.77,GES,,15,92,3.912,3.733,3.857
40320,Spring,2010,Senior,C. UG,Fall,1,White,21,,3.77,GES,,13,107,3.857,4,3.881
40321,Fall,2010,Junior,C. UG,Fall,0,Blk/AA,21,3.28,,CHEM,,12,78,2.782,0.333,2.456
40321,Spring,2010,Junior,C. UG,Fall,0,Blk/AA,22,3.28,,CHEM,,11,82,2.456,2,2.418
40321,Fall,2011,Senior,C. UG,Fall,0,Blk/AA,22,3.28,,BIOS,,13,96,2.418,1,2.39
40321,Spring,2011,Senior,C. UG,Fall,0,Blk/AA,23,3.28,,BIOS,,14,105,2.39,1.667,2.313
